index,db,name,tissue,ann,ann_simplify,CL,translate
HCL_Pancreas_Gamma cell,HCL,Adult-Pancreas_Segerstolpe,Pancreas,Gamma cell,Gamma cell,pancreatic D cell,胰腺D细胞
MCA_Pancreas_Gamma cell,MCA,Pancreatic-Islet,Pancreas,Gamma cell,Gamma cell,pancreatic D cell,胰腺D细胞
MCA_Thymus_Gamma delta T cell,MCA,Adult-Thymus,Thymus,Gamma delta T cell,Gamma delta T cell,T cell,T细胞
MCA_Thymus_Gamma delta T cell,MCA,One-Year-Thymus,Thymus,Gamma delta T cell,Gamma delta T cell,T cell,T细胞
MCA_Thymus_Gamma delta T cell_Cd163l1 high,MCA,Eighteen-Months-Thymus,Thymus,Gamma delta T cell_Cd163l1 high,Gamma delta T cell,T cell,T细胞
MCA_Thymus_Gamma delta T cell_Trgc1 high,MCA,Eighteen-Months-Thymus,Thymus,Gamma delta T cell_Trgc1 high,Gamma delta T cell,T cell,T细胞
HCL_Stomach_Gastric chief cell,HCL,Adult-Stomach1,Stomach,Gastric chief cell,Gastric chief cell,glandular cell of stomach,胃腺细胞
HCL_Stomach_Gastric chief cell_CHIA high,HCL,Adult-Stomach3,Stomach,Gastric chief cell_CHIA high,Gastric chief cell,glandular cell of stomach,胃腺细胞
HCL_Stomach_Gastric chief cell_MT-gene high,HCL,Adult-Stomach3,Stomach,Gastric chief cell_MT-gene high,Gastric chief cell_MT-gene high,glandular cell of stomach,胃腺细胞
HCL_Stomach_Gastric chief cell_PGA3 high,HCL,Adult-Stomach3,Stomach,Gastric chief cell_PGA3 high,Gastric chief cell,glandular cell of stomach,胃腺细胞
MCA_Intestine_Gastric epithelial cell,MCA,Eighteen-Months-Intestine,Intestine,Gastric epithelial cell,Gastric epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Gastric epithelial cell,MCA,Three-Weeks-Intestine,Intestine,Gastric epithelial cell,Gastric epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Gastric epithelial cell_Gkn3 high,MCA,Two-Years-Intestine,Intestine,Gastric epithelial cell_Gkn3 high,Gastric epithelial cell,epithelial cell,上皮细胞
MCA_Intestine_Gastric epithelial cell_Tff1 high,MCA,Two-Years-Intestine,Intestine,Gastric epithelial cell_Tff1 high,Gastric epithelial cell,epithelial cell,上皮细胞
HCL_Stomach_Gastric mucosa cell,HCL,Adult-Stomach1,Stomach,Gastric mucosa cell,Gastric mucosa cell,mucous cell of stomach,胃粘膜细胞
HCL_Stomach_Gastric mucosa cell,HCL,Adult-Stomach3,Stomach,Gastric mucosa cell,Gastric mucosa cell,mucous cell of stomach,胃粘膜细胞
HCL_Pancreas_GCG/SST co-expression cell,HCL,Adult-Pancreas_Muraro,Pancreas,GCG/SST co-expression cell,GCG/SST co-expression cell,pancreatic D cell,胰腺D细胞
MCA_Testis_Germ cell,MCA,Neonatal-Testis,Testis,Germ cell,Germ cell,spermatid,精细胞
MCA_Uterus_Germ cell,MCA,Neonatal-Uterus,Uterus,Germ cell,Germ cell,egg cell,卵细胞
MCA_Brain_Ghrh/Th neuron,MCA,Arc-ME,Brain,Ghrh/Th neuron,Ghrh/Th neuron,neural cell,神经细胞
MCA_Prostate_Glandular epithelial cell,MCA,Adult-Prostate,Prostate,Glandular epithelial cell,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Glandular epithelial cell,MCA,Two-Years-Prostate,Prostate,Glandular epithelial cell,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Uterus_Glandular epithelial cell,MCA,One-Year-Uterus,Uterus,Glandular epithelial cell,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Uterus_Glandular epithelial cell,MCA,Three-Weeks-Uterus,Uterus,Glandular epithelial cell,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Uterus_Glandular epithelial cell,MCA,Two-Years-Uterus,Uterus,Glandular epithelial cell,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Glandular epithelial cell_5430419D17Rik high,MCA,Eighteen-Months-Prostate,Prostate,Glandular epithelial cell_5430419D17Rik high,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Glandular epithelial cell_Gm44438 high,MCA,Two-Years-Prostate,Prostate,Glandular epithelial cell_Gm44438 high,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Glandular epithelial cell_Pate4 high,MCA,Eighteen-Months-Prostate,Prostate,Glandular epithelial cell_Pate4 high,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Glandular epithelial cell_Pate4 high,MCA,One-Year-Prostate,Prostate,Glandular epithelial cell_Pate4 high,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Glandular epithelial cell_Sbp high,MCA,One-Year-Prostate,Prostate,Glandular epithelial cell_Sbp high,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Glandular epithelial cell_Scgb2b7 high,MCA,Eighteen-Months-Prostate,Prostate,Glandular epithelial cell_Scgb2b7 high,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Glandular epithelial cell_Spink1 high,MCA,Eighteen-Months-Prostate,Prostate,Glandular epithelial cell_Spink1 high,Glandular epithelial cell,epithelial cell,上皮细胞
MCA_Prostate_Glandular epithelial cell_Wfdc2 high,MCA,Eighteen-Months-Prostate,Prostate,Glandular epithelial cell_Wfdc2 high,Glandular epithelial cell,epithelial cell,上皮细胞
HCL_Brain_Glial cell,HCL,Adult-Temporal-Lobe1,Brain,Glial cell,Glial cell,glial cell,胶质细胞
MCA_Brain_Glial cell_Fabp7 high,MCA,Fetal-Brain,Brain,Glial cell_Fabp7 high,Glial cell,glial cell,胶质细胞
MCA_Brain_Glial cell_mt high,MCA,Eighteen-Months-Brain,Brain,Glial cell_mt high,Glial cell,glial cell,胶质细胞
MCA_Kidney_Glomerular endothelial cell,MCA,Neonatal-Kidney,Kidney,Glomerular endothelial cell,Glomerular endothelial cell,endothelial cell,内皮细胞
HCL_Kidney_Glomerular endothelial cell_AQP1 high,HCL,Adult-Kidney3,Kidney,Glomerular endothelial cell_AQP1 high,Glomerular endothelial cell,endothelial cell,内皮细胞
HCL_Kidney_Glomerular endothelial cell_AQP1 high,HCL,Adult-Kidney4,Kidney,Glomerular endothelial cell_AQP1 high,Glomerular endothelial cell,endothelial cell,内皮细胞
HCL_Kidney_Glomerular endothelial cell_AQP1 high,HCL,Adult-Kidney2,Kidney,Glomerular endothelial cell_AQP1 high,Glomerular endothelial cell,endothelial cell,内皮细胞
MCA_Kidney_Glomerular endothelial cell_Egfl7 high,MCA,Fetal-Kidney,Kidney,Glomerular endothelial cell_Egfl7 high,Glomerular endothelial cell,endothelial cell,内皮细胞
MCA_Kidney_Glomerular endothelial cell_Pcp4 high,MCA,Fetal-Kidney,Kidney,Glomerular endothelial cell_Pcp4 high,Glomerular endothelial cell,endothelial cell,内皮细胞
MCA_Brain_Glutamatergic neuron,MCA,E18-Brain,Brain,Glutamatergic neuron,Glutamatergic neuron,neural cell,神经细胞
HCL_Intestine_Goblet cell,HCL,Fetal-Intestine4,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Fetal-Intestine1,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Fetal-Intestine5,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Fetal-Intestine3,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Adult-Ileum2,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Adult-Sigmoid-Colon1,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Adult-Epityphlon,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Adult-Rectum1,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Adult-Transverse-Colon1,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Adult-Duodenum1,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell,HCL,Adult-JeJunum2,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell,MCA,Small-Intestinal-Epithelium,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell,MCA,Adult-Intestine,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell,MCA,Eighteen-Months-Intestine,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell,MCA,Ten-Days-Intestine,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell,MCA,Two-Years-Intestine,Intestine,Goblet cell,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell_Agr2 high,MCA,One-Year-Intestine,Intestine,Goblet cell_Agr2 high,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell_CLCA1 high,HCL,Adult-Duodenum1,Intestine,Goblet cell_CLCA1 high,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell_Clca1 high,MCA,Neonatal-Intestine,Intestine,Goblet cell_Clca1 high,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell_Defa17 high,MCA,Neonatal-Intestine,Intestine,Goblet cell_Defa17 high,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell_FCGBP high,HCL,Adult-Transverse-Colon2,Intestine,Goblet cell_FCGBP high,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell_Fcgbp high,MCA,Three-Weeks-Intestine,Intestine,Goblet cell_Fcgbp high,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell_LCN2 high,HCL,Adult-Duodenum1,Intestine,Goblet cell_LCN2 high,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell_PIGR high,HCL,Adult-Transverse-Colon2,Intestine,Goblet cell_PIGR high,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell_Reg4 high,MCA,Neonatal-Intestine,Intestine,Goblet cell_Reg4 high,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet cell_ZG16 high,HCL,Adult-Transverse-Colon2,Intestine,Goblet cell_ZG16 high,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell_Zg16 high,MCA,One-Year-Intestine,Intestine,Goblet cell_Zg16 high,Goblet cell,goblet cell,杯状细胞
MCA_Intestine_Goblet cell_Zg16 high,MCA,Three-Weeks-Intestine,Intestine,Goblet cell_Zg16 high,Goblet cell,goblet cell,杯状细胞
HCL_Intestine_Goblet progenitor_MT gene high,HCL,Adult-Rectum1,Intestine,Goblet progenitor_MT gene high,Goblet progenitor_MT gene high,goblet cell,杯状细胞
HCL_Brain_Granule cell,HCL,Adult-Brain_Lake,Brain,Granule cell,Granule cell,granule cell,粒细胞
MCA_Brain_Granulocyte,MCA,Eighteen-Months-Brain,Brain,Granulocyte,Granulocyte,granule cell,粒细胞
MCA_Brain_Granulocyte,MCA,One-Year-Brain,Brain,Granulocyte,Granulocyte,granule cell,粒细胞
MCA_Brain_Granulocyte,MCA,Three-Weeks-Brain,Brain,Granulocyte,Granulocyte,granule cell,粒细胞
MCA_Liver_Granulocyte,MCA,Adult-Liver,Liver,Granulocyte,Granulocyte,neutrophil,中性粒细胞
HCL_Omentum_Granulocyte,HCL,Adult-Omentum3,Omentum,Granulocyte,Granulocyte,dendritic cell,树突状细胞
MCA_Pancreas_Granulocyte,MCA,Adult-Pancreas,Pancreas,Granulocyte,Granulocyte,Macrophage,巨噬细胞
MCA_Rib_Granulocyte,MCA,Neonatal-Rib,Rib,Granulocyte,Granulocyte,granule cell,粒细胞
MCA_Spleen_Granulocyte,MCA,Two-Years-Spleen,Spleen,Granulocyte,Granulocyte,neutrophil,中性粒细胞
HCL_Stomach_Granulocyte,HCL,Adult-Stomach2,Stomach,Granulocyte,Granulocyte,neutrophil,中性粒细胞
MCA_Uterus_Granulocyte,MCA,Adult-Uterus,Uterus,Granulocyte,Granulocyte,granule cell,粒细胞
MCA_Stomach_Granulocyte monocyte progenitor cell,MCA,Neonatal-Stomach,Stomach,Granulocyte monocyte progenitor cell,Granulocyte monocyte progenitor cell,neutrophil,中性粒细胞
MCA_Liver_Granulocyte_Elane high,MCA,Neonatal-Liver,Liver,Granulocyte_Elane high,Granulocyte,neutrophil,中性粒细胞
MCA_Placenta_Granulocyte_Neat1 high,MCA,Placenta,Placenta,Granulocyte_Neat1 high,Granulocyte,granule cell,粒细胞
MCA_Liver_Granulocyte_Prg2 high,MCA,Neonatal-Liver,Liver,Granulocyte_Prg2 high,Granulocyte,eosinophil,嗜酸性粒细胞
MCA_Muscle_Granulocyte_Prss34 high,MCA,Adult-Muscle,Muscle,Granulocyte_Prss34 high,Granulocyte,neutrophil,中性粒细胞
MCA_Brain_Granulocyte_S100a9 high,MCA,Adult-Brain,Brain,Granulocyte_S100a9 high,Granulocyte,granule cell,粒细胞
MCA_Placenta_Granulocyte_S100a9 high,MCA,Placenta,Placenta,Granulocyte_S100a9 high,Granulocyte,granule cell,粒细胞
HCL_Placenta_HB,HCL,Placenta_VentoTormo,Placenta,HB,HB,?,?
HCL_Brain_hDopaminergic,HCL,Fetal-Mid-Brain_LaManno,Brain,hDopaminergic,hDopaminergic,neural cell,神经细胞
MCA_Bone-Marrow_Hematopoietic stem and progenitor cell,MCA,Bone-Marrow,Bone-Marrow,Hematopoietic stem and progenitor cell,Hematopoietic stem and progenitor cell,hematopoietic stem cell,造血干细胞
MCA_Placenta_Hematopoietic stem and progenitor cell_Lmo2 high,MCA,Placenta,Placenta,Hematopoietic stem and progenitor cell_Lmo2 high,Hematopoietic stem and progenitor cell,hematopoietic stem cell,造血干细胞
HCL_Brain_hEndo,HCL,Fetal-Mid-Brain_LaManno,Brain,hEndo,hEndo,endothelial cell,内皮细胞
MCA_Liver_Hepatic stellate cell,MCA,Adult-Liver,Liver,Hepatic stellate cell,Hepatic stellate cell,fibroblast,成纤维细胞
HCL_Liver_Hepatocyte,HCL,Adult-Liver4,Liver,Hepatocyte,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte,MCA,Fetal-Liver,Liver,Hepatocyte,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte,MCA,Neonatal-Liver,Liver,Hepatocyte,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte,MCA,Two-Years-Liver,Liver,Hepatocyte,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Alb high,MCA,Adult-Liver,Liver,Hepatocyte_Alb high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Alb high,MCA,Three-Weeks-Liver,Liver,Hepatocyte_Alb high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Apoa1 high,MCA,Ten-Days-Liver,Liver,Hepatocyte_Apoa1 high,Hepatocyte,hepatocyte,肝细胞
HCL_Liver_Hepatocyte_APOA2 high,HCL,Adult-Liver2,Liver,Hepatocyte_APOA2 high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Apoa2 high,MCA,Eighteen-Months-Liver,Liver,Hepatocyte_Apoa2 high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Car3 high,MCA,Adult-Liver,Liver,Hepatocyte_Car3 high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Clu high,MCA,Eighteen-Months-Liver,Liver,Hepatocyte_Clu high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Fabp1 high,MCA,Adult-Liver,Liver,Hepatocyte_Fabp1 high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Fabp1 high,MCA,One-Year-Liver,Liver,Hepatocyte_Fabp1 high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Fabp1 high,MCA,Three-Weeks-Liver,Liver,Hepatocyte_Fabp1 high,Hepatocyte,hepatocyte,肝细胞
HCL_Liver_Hepatocyte_FGB high,HCL,Adult-Liver1,Liver,Hepatocyte_FGB high,Hepatocyte,hepatocyte,肝细胞
HCL_Liver_Hepatocyte_GSTA1 high,HCL,Adult-Liver1,Liver,Hepatocyte_GSTA1 high,Hepatocyte,hepatocyte,肝细胞
HCL_Liver_Hepatocyte_HP high,HCL,Adult-Liver2,Liver,Hepatocyte_HP high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_mt high,MCA,Adult-Liver,Liver,Hepatocyte_mt high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Spp1 high,MCA,Adult-Liver,Liver,Hepatocyte_Spp1 high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Spp1 high,MCA,One-Year-Liver,Liver,Hepatocyte_Spp1 high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Spp1 high,MCA,Ten-Days-Liver,Liver,Hepatocyte_Spp1 high,Hepatocyte,hepatocyte,肝细胞
MCA_Liver_Hepatocyte_Spp1 high,MCA,Three-Weeks-Liver,Liver,Hepatocyte_Spp1 high,Hepatocyte,hepatocyte,肝细胞
HCL_Liver_Hepatocyte_TF high,HCL,Adult-Liver2,Liver,Hepatocyte_TF high,Hepatocyte,hepatocyte,肝细胞
HCL_Adrenal-Gland_Hepatocyte-like cell,HCL,Fetal-Adrenal-Gland4,Adrenal-Gland,Hepatocyte-like cell,Hepatocyte-like cell,macrophage,巨噬细胞
HCL_Adrenal-Gland_Hepatocyte-like cell,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Hepatocyte-like cell,Hepatocyte-like cell,macrophage,巨噬细胞
HCL_Pancreas_Hepatocyte-like cell,HCL,Fetal-Pancreas2,Pancreas,Hepatocyte-like cell,Hepatocyte-like cell,hepatocyte,肝细胞
MCA_Pancreas_Hepatocyte-like cell,MCA,Fetal-Pancreas,Pancreas,Hepatocyte-like cell,Hepatocyte-like cell,hepatocyte,肝细胞
MCA_Pancreas_Hepatocyte-like cell,MCA,Neonatal-Pancreas,Pancreas,Hepatocyte-like cell,Hepatocyte-like cell,hepatocyte,肝细胞
MCA_Pancreas_Hepatocyte-like cell,MCA,Ten-Days-Pancreas,Pancreas,Hepatocyte-like cell,Hepatocyte-like cell,hepatocyte,肝细胞
MCA_Stomach_Hepatocyte-like cell,MCA,Fetal-Stomach,Stomach,Hepatocyte-like cell,Hepatocyte-like cell,hepatocyte,肝细胞
HCL_Brain_hGaba,HCL,Fetal-Mid-Brain_LaManno,Brain,hGaba,hGaba,neural cell,神经细胞
HCL_Brain_hMg,HCL,Fetal-Mid-Brain_LaManno,Brain,hMg,hMg,microglial cell,小胶质细胞
HCL_Brain_hNeuroblast,HCL,Fetal-Mid-Brain_LaManno,Brain,hNeuroblast,hNeuroblast,Purkinje cell,浦肯野细胞
HCL_Placenta_Hofbauer cell,HCL,Placenta1,Placenta,Hofbauer cell,Hofbauer cell,macrophage,巨噬细胞
HCL_Brain_hOMTN,HCL,Fetal-Mid-Brain_LaManno,Brain,hOMTN,hOMTN,neural cell,神经细胞
HCL_Brain_hOPC,HCL,Fetal-Mid-Brain_LaManno,Brain,hOPC,hOPC,oligodendrocyte,少突细胞
HCL_Brain_hPeric,HCL,Fetal-Mid-Brain_LaManno,Brain,hPeric,hPeric,endothelial cell,内皮细胞
HCL_Brain_hPlate,HCL,Fetal-Mid-Brain_LaManno,Brain,hPlate,hPlate,stem cell,干细胞
HCL_Brain_hRgl1,HCL,Fetal-Mid-Brain_LaManno,Brain,hRgl1,hRgl1,radial glial cell,放射状胶质细胞
HCL_Brain_hRgl2,HCL,Fetal-Mid-Brain_LaManno,Brain,hRgl2,hRgl2,radial glial cell,放射状胶质细胞
HCL_Brain_hRgl3,HCL,Fetal-Mid-Brain_LaManno,Brain,hRgl3,hRgl3,radial glial cell,放射状胶质细胞
HCL_Brain_hSert,HCL,Fetal-Mid-Brain_LaManno,Brain,hSert,hSert,neural cell,神经细胞
HCL_Bone-Marrow_HSPC,HCL,Adult-Bone-Marrow-CD34P,Bone-Marrow,HSPC,HSPC,hematopoietic stem cell,造血干细胞
HCL_Bone-Marrow_HSPC,HCL,Adult-Bone-Marrow2,Bone-Marrow,HSPC,HSPC,hematopoietic stem cell,造血干细胞
HCL_Liver_HSPC,HCL,Fetal-Liver1,Liver,HSPC,HSPC,stem cell,干细胞
HCL_Rib_Hypertrophic chondrocyte,HCL,Fetal-Rib2,Rib,Hypertrophic chondrocyte,Hypertrophic chondrocyte,chondrocyte,软骨细胞
HCL_Rib_Hypertrophic chondrocyte,HCL,Fetal-Rib3,Rib,Hypertrophic chondrocyte,Hypertrophic chondrocyte,chondrocyte,软骨细胞
MCA_Brain_Hypothalamus neuron,MCA,E18-Brain,Brain,Hypothalamus neuron,Hypothalamus neuron,neural cell,神经细胞
HCL_Kidney_IC-tran-PC,HCL,Adult-Kidney2,Kidney,IC-tran-PC,IC-tran-PC,pancreatic ductal cell,胰腺导管细胞
MCA_Brain_Immature neuron,MCA,E18-Brain,Brain,Immature neuron,Immature neuron,neural cell,神经细胞
MCA_Brain_Immune cell,MCA,Ten-Days-Brain,Brain,Immune cell,Immune cell,neutrophil,中性粒细胞
MCA_Pancreas_Immune other,MCA,Pancreatic-Islet,Pancreas,Immune other,Immune other,T cell,T细胞
HCL_Adrenal-Gland_Inflammatory cell,HCL,Neonatal-Adrenal-Gland1,Adrenal-Gland,Inflammatory cell,Inflammatory cell,macrophage,巨噬细胞
HCL_Stomach_Inflammatory cell,HCL,Adult-Stomach3,Stomach,Inflammatory cell,Inflammatory cell,fibroblast,成纤维细胞
MCA_Omentum_Inflammatory response cell,MCA,Adult-Omentum,Omentum,Inflammatory response cell,Inflammatory response cell,macrophage,巨噬细胞
HCL_Brain_Inhibitory neuron,HCL,Adult-Cerebellum1,Brain,Inhibitory neuron,Inhibitory neuron,neural cell,神经细胞
HCL_Brain_Inhibitory neuron_CXCL14 high,HCL,Adult-Brain_Lake,Brain,Inhibitory neuron_CXCL14 high,Inhibitory neuron,neural cell,神经细胞
HCL_Brain_Inhibitory neuron_ERBB4 high,HCL,Adult-Brain_Lake,Brain,Inhibitory neuron_ERBB4 high,Inhibitory neuron,neural cell,神经细胞
HCL_Brain_Inhibitory neuron_FGF13 high,HCL,Adult-Brain_Lake,Brain,Inhibitory neuron_FGF13 high,Inhibitory neuron,neural cell,神经细胞
HCL_Brain_Inhibitory neuron_GRIK1 high,HCL,Adult-Brain_Lake,Brain,Inhibitory neuron_GRIK1 high,Inhibitory neuron,neural cell,神经细胞
HCL_Kidney_Intercalated cell,HCL,Fetal-Kidney5,Kidney,Intercalated cell,Intercalated cell,pancreatic ductal cell,胰腺导管细胞
HCL_Kidney_Intercalated cell_CALB1 high,HCL,Adult-Kidney3,Kidney,Intercalated cell_CALB1 high,Intercalated cell,pancreatic ductal cell,胰腺导管细胞
HCL_Kidney_Intercalated cell_CALB1 high,HCL,Adult-Kidney4,Kidney,Intercalated cell_CALB1 high,Intercalated cell,pancreatic ductal cell,胰腺导管细胞
HCL_Kidney_Intercalated cell_SLC26A4 high,HCL,Adult-Kidney3,Kidney,Intercalated cell_SLC26A4 high,Intercalated cell,pancreatic ductal cell,胰腺导管细胞
HCL_Kidney_Intercalated cell_SLC26A4 high,HCL,Adult-Kidney4,Kidney,Intercalated cell_SLC26A4 high,Intercalated cell,pancreatic ductal cell,胰腺导管细胞
HCL_Kidney_Intercalated cell_SLC26A4 high,HCL,Adult-Kidney2,Kidney,Intercalated cell_SLC26A4 high,Intercalated cell,pancreatic ductal cell,胰腺导管细胞
HCL_Kidney_Intercalated cell_SPINK1 high,HCL,Adult-Kidney3,Kidney,Intercalated cell_SPINK1 high,Intercalated cell,pancreatic ductal cell,胰腺导管细胞
HCL_Kidney_Intercalated cell_SPINK1 high,HCL,Adult-Kidney4,Kidney,Intercalated cell_SPINK1 high,Intercalated cell,pancreatic ductal cell,胰腺导管细胞
HCL_Kidney_Intercalated cell_SPINK1 high,HCL,Adult-Kidney2,Kidney,Intercalated cell_SPINK1 high,Intercalated cell,pancreatic ductal cell,胰腺导管细胞
HCL_Prostate_Intermediate epithelial cell,HCL,Adult-Prostate1,Prostate,Intermediate epithelial cell,Intermediate epithelial cell,epithelial cell,上皮细胞
HCL_Brain_Interneuron,HCL,Adult-Cerebellum1,Brain,Interneuron,Interneuron,neural cell,神经细胞
MCA_Brain_Interneuron_Sst high,MCA,Neonatal-Brain,Brain,Interneuron_Sst high,Interneuron,neural cell,神经细胞
HCL_Kidney_Interstitial cell_POSTN high,HCL,Fetal-Kidney6,Kidney,Interstitial cell_POSTN high,Interstitial cell,fibroblast,成纤维细胞
HCL_Kidney_Interstitial cell_POSTN high,HCL,Fetal-Kidney4,Kidney,Interstitial cell_POSTN high,Interstitial cell,fibroblast,成纤维细胞
HCL_Kidney_Interstitial cell_POSTN high,HCL,Fetal-Kidney5,Kidney,Interstitial cell_POSTN high,Interstitial cell,fibroblast,成纤维细胞
HCL_Kidney_Interstitial cell_POSTN high,HCL,Fetal-Kidney3,Kidney,Interstitial cell_POSTN high,Interstitial cell,fibroblast,成纤维细胞
HCL_Kidney_Interstitial cell_PTN high,HCL,Fetal-Kidney4,Kidney,Interstitial cell_PTN high,Interstitial cell,fibroblast,成纤维细胞
MCA_Lung_Interstitial macrophage,MCA,Adult-Lung,Lung,Interstitial macrophage,Interstitial macrophage,macrophage,巨噬细胞
MCA_Lung_Interstitial macrophage,MCA,Eighteen-Months-Lung,Lung,Interstitial macrophage,Interstitial macrophage,macrophage,巨噬细胞
MCA_Lung_Interstitial macrophage,MCA,Fetal-Lung,Lung,Interstitial macrophage,Interstitial macrophage,macrophage,巨噬细胞
MCA_Lung_Interstitial macrophage,MCA,Neonatal-Lung,Lung,Interstitial macrophage,Interstitial macrophage,macrophage,巨噬细胞
MCA_Lung_Interstitial macrophage,MCA,One-Year-Lung,Lung,Interstitial macrophage,Interstitial macrophage,macrophage,巨噬细胞
MCA_Lung_Interstitial macrophage,MCA,Ten-Days-Lung,Lung,Interstitial macrophage,Interstitial macrophage,macrophage,巨噬细胞
MCA_Lung_Interstitial macrophage,MCA,Three-Weeks-Lung,Lung,Interstitial macrophage,Interstitial macrophage,macrophage,巨噬细胞
MCA_Lung_Interstitial macrophage,MCA,Two-Years-Lung,Lung,Interstitial macrophage,Interstitial macrophage,macrophage,巨噬细胞
MCA_Lung_Interstitial macrophage_Saa3 high,MCA,One-Year-Lung,Lung,Interstitial macrophage_Saa3 high,Interstitial macrophage,macrophage,巨噬细胞
HCL_Kidney_Interstitial progenitor cell,HCL,Fetal-Kidney6,Kidney,Interstitial progenitor cell,Interstitial progenitor cell,fibroblast,成纤维细胞
HCL_Kidney_Interstitial progenitor cell,HCL,Fetal-Kidney4,Kidney,Interstitial progenitor cell,Interstitial progenitor cell,fibroblast,成纤维细胞
HCL_Kidney_Interstitial progenitor cell,HCL,Fetal-Kidney5,Kidney,Interstitial progenitor cell,Interstitial progenitor cell,fibroblast,成纤维细胞
HCL_Kidney_Interstitial progenitor cell,HCL,Fetal-Kidney3,Kidney,Interstitial progenitor cell,Interstitial progenitor cell,fibroblast,成纤维细胞
